customer_unique_id,recency,frequency,monetary,first_order_date,last_order_date,customer_lifetime_days,days_since_first_purchase,orders_last_7_days,orders_last_30_days,orders_last_90_days,orders_last_180_days,monetary_last_30_days,monetary_last_90_days,avg_order_value,max_order_value,min_order_value,total_items,avg_items_per_order,total_unique_products,total_unique_categories,avg_review_score,min_review_score,low_review_ratio,avg_delivery_delay,max_delivery_delay,late_delivery_ratio,avg_installments,weekend_order_ratio,avg_days_between_orders,orders_per_month,spend_per_month,recency_ratio,purchase_acceleration,recent_spend_ratio,monetary_per_item,churn_label
00191a9719ef48ebb5860b130347bf33,181,1,58.86,"2017-04-19 11:32:09","2017-04-19 11:32:09",0,181,0,0,0,0,0.00,0.00,58.860000,58.86,58.86,1,1.0000,1,1,3.00000000,3.0000,0.00000,-19.0000,-19,0.00000,2.00000000,0.00000,NULL,1,58.86,NULL,0.00000,0.0000000,58.8600000,1
001926cef41060fae572e2e7b30bd2a4,61,1,91.21,"2017-08-17 12:55:47","2017-08-17 12:55:47",0,61,0,0,1,1,0.00,91.21,91.210000,91.21,91.21,2,2.0000,2,2,4.00000000,4.0000,0.00000,-21.0000,-21,0.00000,1.00000000,0.00000,NULL,1,91.21,NULL,0.00000,0.0000000,45.6050000,1
001a2bf0e46c684031af91fb2bce149d,110,1,36.73,"2017-06-29 22:43:49","2017-06-29 22:43:49",0,110,0,0,0,1,0.00,0.00,36.730000,36.73,36.73,1,1.0000,1,1,4.00000000,4.0000,0.00000,-18.0000,-18,0.00000,1.00000000,0.00000,NULL,1,36.73,NULL,0.00000,0.0000000,36.7300000,1
001f3c4211216384d5fe59b041ce1461,212,1,35.84,"2017-03-19 18:34:36","2017-03-19 18:34:36",0,212,0,0,0,0,0.00,0.00,35.840000,35.84,35.84,1,1.0000,1,1,3.00000000,3.0000,0.00000,-11.0000,-11,0.00000,3.00000000,1.00000,NULL,1,35.84,NULL,0.00000,0.0000000,35.8400000,1
002043098f10ba39a4600b6c52fbfe3c,205,1,237.81,"2017-03-26 16:45:59","2017-03-26 16:45:59",0,205,0,0,0,0,0.00,0.00,237.810000,237.81,237.81,1,1.0000,1,1,4.00000000,4.0000,0.00000,-16.0000,-16,0.00000,4.00000000,1.00000,NULL,1,237.81,NULL,0.00000,0.0000000,237.8100000,1
002ae492472e45ad6ebeb7a625409392,9,1,218.66,"2017-10-08 23:56:02","2017-10-08 23:56:02",0,9,0,1,1,1,218.66,218.66,218.660000,218.66,218.66,2,2.0000,2,1,3.00000000,3.0000,0.00000,-14.0000,-14,0.00000,4.00000000,1.00000,NULL,1,218.66,NULL,1.00000,1.0000000,109.3300000,1
002b4cd83fabaffaa475f78ea5ef3e08,258,1,64.42,"2017-02-01 13:53:16","2017-02-01 13:53:16",0,258,0,0,0,0,0.00,0.00,64.420000,64.42,64.42,1,1.0000,1,1,2.00000000,2.0000,1.00000,-28.0000,-28,0.00000,1.00000000,0.00000,NULL,1,64.42,NULL,0.00000,0.0000000,64.4200000,1
002d71b244beb91ca7030b15ab526446,148,1,130.56,"2017-05-22 22:24:51","2017-05-22 22:24:51",0,148,0,0,0,1,0.00,0.00,130.560000,130.56,130.56,1,1.0000,1,1,5.00000000,5.0000,0.00000,-12.0000,-12,0.00000,1.00000000,0.00000,NULL,1,130.56,NULL,0.00000,0.0000000,130.5600000,1
002eb8b96288f3804e21d2777ac29895,87,1,137.99,"2017-07-22 13:24:06","2017-07-22 13:24:06",0,87,0,0,1,1,0.00,137.99,137.990000,137.99,137.99,1,1.0000,1,1,5.00000000,5.0000,0.00000,-12.0000,-12,0.00000,6.00000000,1.00000,NULL,1,137.99,NULL,0.00000,0.0000000,137.9900000,1
003035f5ec76f2220098377482de93c9,50,1,62.47,"2017-08-28 21:35:08","2017-08-28 21:35:08",0,50,0,0,1,1,0.00,62.47,62.470000,62.47,62.47,1,1.0000,1,1,5.00000000,5.0000,0.00000,-11.0000,-11,0.00000,3.00000000,0.00000,NULL,1,62.47,NULL,0.00000,0.0000000,62.4700000,1
00324c9f4d710e7bac5c5ba679714430,118,1,109.78,"2017-06-21 20:40:38","2017-06-21 20:40:38",0,118,0,0,0,1,0.00,0.00,109.780000,109.78,109.78,1,1.0000,1,1,5.00000000,5.0000,0.00000,-17.0000,-17,0.00000,4.00000000,0.00000,NULL,1,109.78,NULL,0.00000,0.0000000,109.7800000,1
0032c76b20340da25249092a268ce66c,376,1,144.94,"2016-10-06 11:32:00","2016-10-06 11:32:00",0,376,0,0,0,0,0.00,0.00,144.940000,144.94,144.94,1,1.0000,1,1,4.00000000,4.0000,0.00000,-27.0000,-27,0.00000,1.00000000,0.00000,NULL,1,144.94,NULL,0.00000,0.0000000,144.9400000,1
0036a074f98b80c4f1fc33dbbcf9c552,158,1,42.62,"2017-05-12 09:24:26","2017-05-12 09:24:26",0,158,0,0,0,1,0.00,0.00,42.620000,42.62,42.62,1,1.0000,1,1,5.00000000,5.0000,0.00000,-14.0000,-14,0.00000,1.00000000,0.00000,NULL,1,42.62,NULL,0.00000,0.0000000,42.6200000,1
0036b4a3d09ad551a5188c2e374da402,69,1,162.77,"2017-08-09 16:14:49","2017-08-09 16:14:49",0,69,0,0,1,1,0.00,162.77,162.770000,162.77,162.77,1,1.0000,1,1,4.00000000,4.0000,0.00000,-13.0000,-13,0.00000,10.00000000,0.00000,NULL,1,162.77,NULL,0.00000,0.0000000,162.7700000,1
0037d2bbb9ebc39d9114aea27ee16d72,204,1,143.73,"2017-03-27 12:24:28","2017-03-27 12:24:28",0,204,0,0,0,0,0.00,0.00,143.730000,143.73,143.73,1,1.0000,1,1,5.00000000,5.0000,0.00000,-51.0000,-51,0.00000,1.00000000,0.00000,NULL,1,143.73,NULL,0.00000,0.0000000,143.7300000,1
0037eb1ff742ee2e71ba887f65f3c6f3,96,1,228.79,"2017-07-13 09:00:21","2017-07-13 09:00:21",0,96,0,0,0,1,0.00,0.00,228.790000,228.79,228.79,1,1.0000,1,1,5.00000000,5.0000,0.00000,-21.0000,-21,0.00000,5.00000000,0.00000,NULL,1,228.79,NULL,0.00000,0.0000000,228.7900000,1
003e28cb6fab8a0901bff9229612375f,218,1,137.26,"2017-03-13 14:54:17","2017-03-13 14:54:17",0,218,0,0,0,0,0.00,0.00,137.260000,137.26,137.26,1,1.0000,1,1,5.00000000,5.0000,0.00000,-19.0000,-19,0.00000,1.00000000,0.00000,NULL,1,137.26,NULL,0.00000,0.0000000,137.2600000,1
004288347e5e88a27ded2bb23747066c,82,1,251.09,"2017-07-27 14:13:03","2017-07-27 14:13:03",0,82,0,0,1,1,0.00,251.09,251.090000,251.09,251.09,1,1.0000,1,1,5.00000000,5.0000,0.00000,-14.0000,-14,0.00000,2.00000000,0.00000,NULL,1,251.09,NULL,0.00000,0.0000000,251.0900000,0
0043d65f8039b4a4d43bc7b0f450ac2c,180,1,64.42,"2017-04-20 12:57:14","2017-04-20 12:57:14",0,180,0,0,0,0,0.00,0.00,64.420000,64.42,64.42,1,1.0000,1,1,5.00000000,5.0000,0.00000,-13.0000,-13,0.00000,3.00000000,0.00000,NULL,1,64.42,NULL,0.00000,0.0000000,64.4200000,1
00444f48f6c9b55657e49435ce3a97ca,130,1,52.38,"2017-06-09 16:15:38","2017-06-09 16:15:38",0,130,0,0,0,1,0.00,0.00,52.380000,52.38,52.38,1,1.0000,1,1,4.00000000,4.0000,0.00000,-11.0000,-11,0.00000,4.00000000,0.00000,NULL,1,52.38,NULL,0.00000,0.0000000,52.3800000,1
00446a03d7a34d191507c9e42870d0a5,225,1,128.95,"2017-03-06 20:08:47","2017-03-06 20:08:47",0,225,0,0,0,0,0.00,0.00,128.950000,128.95,128.95,1,1.0000,1,1,5.00000000,5.0000,0.00000,-14.0000,-14,0.00000,8.00000000,0.00000,NULL,1,128.95,NULL,0.00000,0.0000000,128.9500000,1
0046311f458d8041b00063cb99482903,77,1,112.33,"2017-08-01 19:24:31","2017-08-01 19:24:31",0,77,0,0,1,1,0.00,112.33,112.330000,112.33,112.33,1,1.0000,1,1,5.00000000,5.0000,0.00000,78.0000,78,1.00000,4.00000000,0.00000,NULL,1,112.33,NULL,0.00000,0.0000000,112.3300000,1
0047f3e16441284d757a8963344f6c59,50,1,76.18,"2017-08-28 10:29:48","2017-08-28 10:29:48",0,50,0,0,1,1,0.00,76.18,76.180000,76.18,76.18,1,1.0000,1,1,4.00000000,4.0000,0.00000,-9.0000,-9,0.00000,1.00000000,0.00000,NULL,1,76.18,NULL,0.00000,0.0000000,76.1800000,1
0049dadc30da6a277c1e9d371df5a66f,126,1,26.01,"2017-06-13 19:49:59","2017-06-13 19:49:59",0,126,0,0,0,1,0.00,0.00,26.010000,26.01,26.01,1,1.0000,1,1,3.00000000,3.0000,0.00000,-1.0000,-1,0.00000,1.00000000,0.00000,NULL,1,26.01,NULL,0.00000,0.0000000,26.0100000,1
0049db44bfd6cee26ac9c649329ff6ea,224,1,109.04,"2017-03-07 13:28:55","2017-03-07 13:28:55",0,224,0,0,0,0,0.00,0.00,109.040000,109.04,109.04,2,2.0000,1,1,2.00000000,2.0000,1.00000,-7.0000,-7,0.00000,1.00000000,0.00000,NULL,1,109.04,NULL,0.00000,0.0000000,54.5200000,1
004ed862ea4e55f18868d3d782d10879,72,1,109.29,"2017-08-06 20:34:10","2017-08-06 20:34:10",0,72,0,0,1,1,0.00,109.29,109.290000,109.29,109.29,1,1.0000,1,1,3.00000000,3.0000,0.00000,-19.0000,-19,0.00000,1.00000000,1.00000,NULL,1,109.29,NULL,0.00000,0.0000000,109.2900000,1
00522457bba00bba576a34fd9b4808fd,199,1,127.98,"2017-04-01 13:40:12","2017-04-01 13:40:12",0,199,0,0,0,0,0.00,0.00,127.980000,127.98,127.98,1,1.0000,1,1,5.00000000,5.0000,0.00000,-14.0000,-14,0.00000,2.00000000,1.00000,NULL,1,127.98,NULL,0.00000,0.0000000,127.9800000,1
0055b522bc89cbfbf376d8b59a628470,228,1,364.75,"2017-03-03 15:48:57","2017-03-03 15:48:57",0,228,0,0,0,0,0.00,0.00,364.750000,364.75,364.75,1,1.0000,1,1,5.00000000,5.0000,0.00000,-22.0000,-22,0.00000,1.00000000,0.00000,NULL,1,364.75,NULL,0.00000,0.0000000,364.7500000,1
0059acd36094bf670ec8b21be6c0044c,127,1,46.69,"2017-06-12 21:48:33","2017-06-12 21:48:33",0,127,0,0,0,1,0.00,0.00,46.690000,46.69,46.69,1,1.0000,1,1,5.00000000,5.0000,0.00000,-15.0000,-15,0.00000,1.00000000,0.00000,NULL,1,46.69,NULL,0.00000,0.0000000,46.6900000,1
005e32bc930906dc6b65fb9d11cce3e2,44,1,49.60,"2017-09-03 21:48:38","2017-09-03 21:48:38",0,44,0,0,1,1,0.00,49.60,49.600000,49.60,49.60,1,1.0000,1,1,5.00000000,5.0000,0.00000,-28.0000,-28,0.00000,4.00000000,1.00000,NULL,1,49.60,NULL,0.00000,0.0000000,49.6000000,1
005ee3e015ec18092d7782e507cf68fe,16,1,187.96,"2017-10-01 09:57:51","2017-10-01 09:57:51",0,16,0,1,1,1,187.96,187.96,187.960000,187.96,187.96,1,1.0000,1,1,4.00000000,4.0000,0.00000,-30.0000,-30,0.00000,4.00000000,1.00000,NULL,1,187.96,NULL,1.00000,1.0000000,187.9600000,1
005ff4ebe100db3eebbe6f7b19a8f99a,34,1,236.81,"2017-09-13 15:10:21","2017-09-13 15:10:21",0,34,0,0,1,1,0.00,236.81,236.810000,236.81,236.81,1,1.0000,1,1,5.00000000,5.0000,0.00000,-4.0000,-4,0.00000,4.00000000,0.00000,NULL,1,236.81,NULL,0.00000,0.0000000,236.8100000,1
006031108b00e5f73b2426a50b50f9c0,44,1,204.83,"2017-09-03 09:52:30","2017-09-03 09:52:30",0,44,0,0,1,1,0.00,204.83,204.830000,204.83,204.83,1,1.0000,1,1,5.00000000,5.0000,0.00000,-10.0000,-10,0.00000,10.00000000,1.00000,NULL,1,204.83,NULL,0.00000,0.0000000,204.8300000,1
0065f6fb341f013a95a8e11cdc98d07a,8,1,119.32,"2017-10-09 14:50:32","2017-10-09 14:50:32",0,8,0,1,1,1,119.32,119.32,119.320000,119.32,119.32,1,1.0000,1,1,4.00000000,4.0000,0.00000,-6.0000,-6,0.00000,2.00000000,0.00000,NULL,1,119.32,NULL,1.00000,1.0000000,119.3200000,1
0066b328e72fd82fd7420bf849c0e8b4,43,1,94.35,"2017-09-04 14:01:22","2017-09-04 14:01:22",0,43,0,0,1,1,0.00,94.35,94.350000,94.35,94.35,1,1.0000,1,1,4.00000000,4.0000,0.00000,-4.0000,-4,0.00000,1.00000000,0.00000,NULL,1,94.35,NULL,0.00000,0.0000000,94.3500000,1
006d763076d74d16d66e828e79ec1544,73,1,99.32,"2017-08-05 10:22:53","2017-08-05 10:22:53",0,73,0,0,1,1,0.00,99.32,99.320000,99.32,99.32,1,1.0000,1,1,5.00000000,5.0000,0.00000,-11.0000,-11,0.00000,9.00000000,1.00000,NULL,1,99.32,NULL,0.00000,0.0000000,99.3200000,1
006ec5b170182812131c7d9b219c036f,1,1,61.77,"2017-10-16 12:55:19","2017-10-16 12:55:19",0,1,1,1,1,1,61.77,61.77,61.770000,61.77,61.77,1,1.0000,1,1,5.00000000,5.0000,0.00000,-20.0000,-20,0.00000,1.00000000,0.00000,NULL,1,61.77,NULL,1.00000,1.0000000,61.7700000,1
00704e915ae0d4a236eace0267454cf9,78,1,123.39,"2017-07-31 23:07:11","2017-07-31 23:07:11",0,78,0,0,1,1,0.00,123.39,123.390000,123.39,123.39,1,1.0000,1,1,4.00000000,4.0000,0.00000,-8.0000,-8,0.00000,1.00000000,0.00000,NULL,1,123.39,NULL,0.00000,0.0000000,123.3900000,1
00765d375af0e700f61c57db00a8ee63,68,1,215.01,"2017-08-10 16:54:23","2017-08-10 16:54:23",0,68,0,0,1,1,0.00,215.01,215.010000,215.01,215.01,1,1.0000,1,1,5.00000000,5.0000,0.00000,-9.0000,-9,0.00000,10.00000000,0.00000,NULL,1,215.01,NULL,0.00000,0.0000000,215.0100000,1
0076a71311bb2386a353f5ba87d2aa29,81,1,70.53,"2017-07-28 18:52:58","2017-07-28 18:52:58",0,81,0,0,1,1,0.00,70.53,70.530000,70.53,70.53,1,1.0000,1,1,5.00000000,5.0000,0.00000,-21.0000,-21,0.00000,1.00000000,0.00000,NULL,1,70.53,NULL,0.00000,0.0000000,70.5300000,1
00776f3807b128beca64cd0b27138d92,26,1,321.57,"2017-09-21 19:05:52","2017-09-21 19:05:52",0,26,0,1,1,1,321.57,321.57,321.570000,321.57,321.57,1,1.0000,1,1,3.00000000,3.0000,0.00000,-3.0000,-3,0.00000,4.00000000,0.00000,NULL,1,321.57,NULL,1.00000,1.0000000,321.5700000,1
007953b3182d5ccc9189a694f5c68163,185,1,112.08,"2017-04-15 22:00:21","2017-04-15 22:00:21",0,185,0,0,0,0,0.00,0.00,112.080000,112.08,112.08,1,1.0000,1,1,1.00000000,1.0000,1.00000,2.0000,2,1.00000,2.00000000,1.00000,NULL,1,112.08,NULL,0.00000,0.0000000,112.0800000,1
007ad549acb91673f04eac22c0568114,21,1,90.85,"2017-09-26 14:42:47","2017-09-26 14:42:47",0,21,0,1,1,1,90.85,90.85,90.850000,90.85,90.85,1,1.0000,1,1,5.00000000,5.0000,0.00000,-16.0000,-16,0.00000,1.00000000,0.00000,NULL,1,90.85,NULL,1.00000,1.0000000,90.8500000,1
00842c7d0cedb9e1edad8e9b7d148f09,195,1,64.55,"2017-04-05 21:26:56","2017-04-05 21:26:56",0,195,0,0,0,0,0.00,0.00,64.550000,64.55,64.55,1,1.0000,1,1,5.00000000,5.0000,0.00000,-9.0000,-9,0.00000,1.00000000,0.00000,NULL,1,64.55,NULL,0.00000,0.0000000,64.5500000,1
008778a1591d49f6b2464dffaa4fa662,90,1,260.55,"2017-07-19 19:43:14","2017-07-19 19:43:14",0,90,0,0,1,1,0.00,260.55,260.550000,260.55,260.55,1,1.0000,1,1,5.00000000,5.0000,0.00000,-11.0000,-11,0.00000,10.00000000,0.00000,NULL,1,260.55,NULL,0.00000,0.0000000,260.5500000,1
0087eede471173af78d789df249c3a45,243,1,151.11,"2017-02-16 20:12:03","2017-02-16 20:12:03",0,243,0,0,0,0,0.00,0.00,151.110000,151.11,151.11,1,1.0000,1,1,5.00000000,5.0000,0.00000,-19.0000,-19,0.00000,1.00000000,0.00000,NULL,1,151.11,NULL,0.00000,0.0000000,151.1100000,1
008d17333e414049279c7822dfd5f019,55,1,132.05,"2017-08-23 12:59:04","2017-08-23 12:59:04",0,55,0,0,1,1,0.00,132.05,132.050000,132.05,132.05,1,1.0000,1,1,5.00000000,5.0000,0.00000,-17.0000,-17,0.00000,7.00000000,0.00000,NULL,1,132.05,NULL,0.00000,0.0000000,132.0500000,1
008f3d5f45a11059239a5c452cd00006,264,1,336.56,"2017-01-26 09:11:37","2017-01-26 09:11:37",0,264,0,0,0,0,0.00,0.00,336.560000,336.56,336.56,1,1.0000,1,1,5.00000000,5.0000,0.00000,-28.0000,-28,0.00000,1.00000000,0.00000,NULL,1,336.56,NULL,0.00000,0.0000000,336.5600000,1
008fb2ecc75561d202dd4db2e0ceec25,139,1,40.77,"2017-05-31 22:42:05","2017-05-31 22:42:05",0,139,0,0,0,1,0.00,0.00,40.770000,40.77,40.77,1,1.0000,1,1,5.00000000,5.0000,0.00000,-4.0000,-4,0.00000,4.00000000,0.00000,NULL,1,40.77,NULL,0.00000,0.0000000,40.7700000,1
009062f98089a091615b5c9faa13de26,35,1,30.27,"2017-09-12 22:53:28","2017-09-12 22:53:28",0,35,0,0,1,1,0.00,30.27,30.270000,30.27,30.27,1,1.0000,1,1,5.00000000,5.0000,0.00000,-12.0000,-12,0.00000,3.00000000,0.00000,NULL,1,30.27,NULL,0.00000,0.0000000,30.2700000,1
009210a1646725341917560a13f7799f,76,1,25.85,"2017-08-02 12:48:40","2017-08-02 12:48:40",0,76,0,0,1,1,0.00,25.85,25.850000,25.85,25.85,1,1.0000,1,1,5.00000000,5.0000,0.00000,-11.0000,-11,0.00000,1.00000000,0.00000,NULL,1,25.85,NULL,0.00000,0.0000000,25.8500000,1
009301957bc7714394865c44650d8060,116,1,93.78,"2017-06-23 11:35:41","2017-06-23 11:35:41",0,116,0,0,0,1,0.00,0.00,93.780000,93.78,93.78,1,1.0000,1,1,2.00000000,2.0000,1.00000,-7.0000,-7,0.00000,3.00000000,0.00000,NULL,1,93.78,NULL,0.00000,0.0000000,93.7800000,1
0093c499f4f9c0e169ead490aa62ce3e,127,1,226.22,"2017-06-12 19:38:57","2017-06-12 19:38:57",0,127,0,0,0,1,0.00,0.00,226.220000,226.22,226.22,1,1.0000,1,1,5.00000000,5.0000,0.00000,-9.0000,-9,0.00000,2.00000000,0.00000,NULL,1,226.22,NULL,0.00000,0.0000000,226.2200000,1
00941614a654458b888b8780815bd26c,202,1,185.83,"2017-03-29 10:31:33","2017-03-29 10:31:33",0,202,0,0,0,0,0.00,0.00,185.830000,185.83,185.83,1,1.0000,1,1,5.00000000,5.0000,0.00000,-7.0000,-7,0.00000,4.00000000,0.00000,NULL,1,185.83,NULL,0.00000,0.0000000,185.8300000,1
009671b5dc80cdf32aeb5850868ba81c,118,1,110.72,"2017-06-21 14:03:19","2017-06-21 14:03:19",0,118,0,0,0,1,0.00,0.00,110.720000,110.72,110.72,1,1.0000,1,1,5.00000000,5.0000,0.00000,-8.0000,-8,0.00000,3.00000000,0.00000,NULL,1,110.72,NULL,0.00000,0.0000000,110.7200000,1
0096c18412349537abc45e350581cbbc,217,1,770.24,"2017-03-14 17:33:28","2017-03-14 17:33:28",0,217,0,0,0,0,0.00,0.00,770.240000,770.24,770.24,4,4.0000,1,1,1.00000000,1.0000,1.00000,-13.0000,-13,0.00000,8.00000000,0.00000,NULL,1,770.24,NULL,0.00000,0.0000000,192.5600000,1
0096c9cb600a08e601f7c2be6734531a,81,1,186.92,"2017-07-28 12:19:51","2017-07-28 12:19:51",0,81,0,0,1,1,0.00,186.92,186.920000,186.92,186.92,1,1.0000,1,1,5.00000000,5.0000,0.00000,-10.0000,-10,0.00000,2.00000000,0.00000,NULL,1,186.92,NULL,0.00000,0.0000000,186.9200000,1
00970787f181925ba33bd32b3817f742,31,1,35.40,"2017-09-16 01:30:57","2017-09-16 01:30:57",0,31,0,0,1,1,0.00,35.40,35.400000,35.40,35.40,1,1.0000,1,1,2.00000000,2.0000,1.00000,-4.0000,-4,0.00000,2.00000000,1.00000,NULL,1,35.40,NULL,0.00000,0.0000000,35.4000000,1
0098f4847541cc7d676f9a5efc64c0f0,183,1,147.55,"2017-04-17 18:46:05","2017-04-17 18:46:05",0,183,0,0,0,0,0.00,0.00,147.550000,147.55,147.55,1,1.0000,1,1,5.00000000,5.0000,0.00000,-21.0000,-21,0.00000,3.00000000,0.00000,NULL,1,147.55,NULL,0.00000,0.0000000,147.5500000,1
009e70fcdd4ea3769c73210414e73c64,120,1,49.69,"2017-06-19 08:37:15","2017-06-19 08:37:15",0,120,0,0,0,1,0.00,0.00,49.690000,49.69,49.69,1,1.0000,1,1,2.00000000,2.0000,1.00000,0.0000,0,0.00000,1.00000000,0.00000,NULL,1,49.69,NULL,0.00000,0.0000000,49.6900000,1
00a218ea82c458456098caa1c4a7e796,230,1,66.99,"2017-03-01 08:32:00","2017-03-01 08:32:00",0,230,0,0,0,0,0.00,0.00,66.990000,66.99,66.99,1,1.0000,1,1,4.00000000,4.0000,0.00000,-9.0000,-9,0.00000,1.00000000,0.00000,NULL,1,66.99,NULL,0.00000,0.0000000,66.9900000,1
00a6ee75a90222405df9d8d59babc513,103,1,60.05,"2017-07-06 22:54:18","2017-07-06 22:54:18",0,103,0,0,0,1,0.00,0.00,60.050000,60.05,60.05,1,1.0000,1,1,5.00000000,5.0000,0.00000,-16.0000,-16,0.00000,1.00000000,0.00000,NULL,1,60.05,NULL,0.00000,0.0000000,60.0500000,1
00a7d14cb10e11b7f7d65120a7e3942f,188,1,64.42,"2017-04-12 13:01:41","2017-04-12 13:01:41",0,188,0,0,0,0,0.00,0.00,64.420000,64.42,64.42,1,1.0000,1,1,2.00000000,2.0000,1.00000,-21.0000,-21,0.00000,1.00000000,0.00000,NULL,1,64.42,NULL,0.00000,0.0000000,64.4200000,1
